nome;nome_en;categoria;slug;immagine;immagine_thumbnail;video;popolarita
Twist Crunch;Twist Crunch ;Addominali;twist-crunch;https://apilyfta.com/static/GymvisualPNG/08191101-Twist-Crunch-(leg-up)_waist.png;https://apilyfta.com/static/GymvisualPNG/08191101-Twist-Crunch-(leg-up)_waist_small.png;https://apilyfta.com/static/GymvisualMP4/08191201-Twist-Crunch-Legs-Up-(female)_Waist_.mp4;157
Fixed Bar Schiena Stretching;Fixed Bar Back Stretch;Schiena;fixed-bar-schiena-stretching;https://apilyfta.com/static/GymvisualPNG/10521101-Fixed-Bar-Back-Stretch_Back.png;https://apilyfta.com/static/GymvisualPNG/10521101-Fixed-Bar-Back-Stretch_Back_small.png;https://apilyfta.com/static/GymvisualMP4/10521201-Fixed-Bar-Back-Stretch_Back.mp4;157
Exercise Ball un Legged Diagonal Kick Hamstring Curl;Exercise Ball One Legged Diagonal Kick Hamstring Curl;Anche/Glutei;exercise-ball-un-legged-diagonal-kick-hamstring-curl;https://apilyfta.com/static/GymvisualPNG/14171101-Exercise-Ball-One-Legged-Diagonal-Kick-Hamstring-Curl_Hips.png;https://apilyfta.com/static/GymvisualPNG/14171101-Exercise-Ball-One-Legged-Diagonal-Kick-Hamstring-Curl_Hips_small.png;https://apilyfta.com/static/GymvisualMP4/14171201-Exercise-Ball-One-Legged-Diagonal-Kick-Hamstring-C.mp4;157
in Piedi Long Jump;Standing Long Jump;Cardio;in-piedi-long-jump;https://apilyfta.com/static/GymvisualPNG/16001101-Standing-Long-Jump_Plyometric.png;https://apilyfta.com/static/GymvisualPNG/16001101-Standing-Long-Jump_Plyometric_small.png;https://apilyfta.com/static/GymvisualMP4/16001201-Long-Jump-(male)_Plyometrics_.mp4;157
Affondi Laterali con Kettlebell;Kettlebell Lateral Lunge;Quadricipiti;affondi-laterali-con-kettlebell;https://apilyfta.com/static/GymvisualPNG/40451101-Kettlebell-Lateral-Lunge_Thighs.png;https://apilyfta.com/static/GymvisualPNG/40451101-Kettlebell-Lateral-Lunge_Thighs_small.png;;157
Stacco Sumo con Kettlebell;Kettlebell Sumo Deadlift;Anche/Glutei;stacco-sumo-con-kettlebell;https://apilyfta.com/static/GymvisualPNG/40461101-Kettlebell-Sumo-Deadlift_Hips.png;https://apilyfta.com/static/GymvisualPNG/40461101-Kettlebell-Sumo-Deadlift_Hips_small.png;;157
Dumbell Bulgarian Split Squat from Deficit;Dumbell Bulgarian Split Squat from Deficit (male);Quadricipiti;dumbell-bulgarian-split-squat-from-deficit;https://apilyfta.com/static/GymvisualPNG/75501101-Dumbell-Bulgarian-Split-Squat-from-Deficit-(male)_Thighs.png;https://apilyfta.com/static/GymvisualPNG/75501101-Dumbell-Bulgarian-Split-Squat-from-Deficit-(male)_Thighs_small.png;https://apilyfta.com/static/GymvisualMP4/75501201-Dumbell-Bulgarian-Split-Squat-from-Deficit-(male)_.mp4;157
da Seduto Kickback;Seated Kickback;Tricipiti;da-seduto-kickback;https://apilyfta.com/static/GymvisualPNG/03941101-Dumbbell-Seated-Kickback_Upper-Arms.png;https://apilyfta.com/static/GymvisualPNG/03941101-Dumbbell-Seated-Kickback_Upper-Arms_small.png;https://apilyfta.com/static/GymvisualMP4/03941201-Dumbbell-Seated-Kickback_Upper-Arms.mp4;156
Laterale Box Jump;Lateral Box Jump;Cardio;laterale-box-jump;https://apilyfta.com/static/GymvisualPNG/05641101-Lateral-Box-Jump_Plyometrics.png;https://apilyfta.com/static/GymvisualPNG/05641101-Lateral-Box-Jump_Plyometrics_small.png;https://apilyfta.com/static/GymvisualMP4/05641201-Lateral-Box-Jump-(female)_Plyometrics_.mp4;156
Two Braccio da Seduto Hammer Curl on Exercise Ball con Manubri;Dumbbell Two Arm Seated Hammer Curl on Exercise Ball;Avambracci;two-braccio-da-seduto-hammer-curl-on-exercise-ball-con-manubri;https://apilyfta.com/static/GymvisualPNG/16811101-Dumbbell-Two-Arm-Seated-Hammer-Curl-on-Exercise-Ball_Upper-Arms.png;https://apilyfta.com/static/GymvisualPNG/16811101-Dumbbell-Two-Arm-Seated-Hammer-Curl-on-Exercise-Ball_Upper-Arms_small.png;;156
Hammer Preacher Curl con Manubri;Dumbbell Hammer Preacher Curl ;Avambracci;hammer-preacher-curl-con-manubri;https://apilyfta.com/static/GymvisualPNG/43371101-Dumbbell-Hammer-Preacher-Curl-(female)_Forearms.png;https://apilyfta.com/static/GymvisualPNG/43371101-Dumbbell-Hammer-Preacher-Curl-(female)_Forearms_small.png;https://apilyfta.com/static/GymvisualMP4/43371201-Dumbbell-Hammer-Preacher-Curl-(female)_Forearms_.mp4;156
Alto Pull con Manubri;Dumbbell High Pull;Schiena;alto-pull-con-manubri;https://apilyfta.com/static/GymvisualPNG/56661101-Dumbbell-High-Pull_Weigtlifting.png;https://apilyfta.com/static/GymvisualPNG/56661101-Dumbbell-High-Pull_Weigtlifting_small.png;;156
Declinato Diamond Pike Push-up;Decline Diamond Pike Push-up;Spalle;declinato-diamond-pike-push-up;https://apilyfta.com/static/GymvisualPNG/52881201-Decline-Diamond-Pike-Push-Up_Shoulders_.png;https://apilyfta.com/static/GymvisualPNG/52881201-Decline-Diamond-Pike-Push-Up_Shoulders_.png;https://apilyfta.com/static/GymvisualMP4/52881201-Decline-Diamond-Pike-Push-Up_Shoulders_.mp4;156
Piegamenti Presa Stretta;Close-grip Push-up ;Tricipiti;piegamenti-presa-stretta;https://apilyfta.com/static/GymvisualPNG/23981101-Close-grip-Push-up-(on-knees)_Upper-Arms.png;https://apilyfta.com/static/GymvisualPNG/23981101-Close-grip-Push-up-(on-knees)_Upper-Arms_small.png;https://apilyfta.com/static/GymvisualMP4/23981201-Close-grip-Push-up-(on-knees)_Upper-Arms_.mp4;155
Elbow - Estensione - Articulations;Elbow - Extension - Articulations;Tricipiti;elbow-estensione-articulations;https://apilyfta.com/static/GymvisualPNG/27631101-Elbow---Extension_Articulations.png;https://apilyfta.com/static/GymvisualPNG/27631101-Elbow---Extension_Articulations_small.png;https://apilyfta.com/static/GymvisualMP4/27631201-Elbow---Extension.mp4;155
Rematore Deltoide Posteriore in Piedi con Elastico;Band standing rear delt row ;Spalle;rematore-deltoide-posteriore-in-piedi-con-elastico;https://apilyfta.com/static/GymvisualPNG/39761101-Band-standing-rear-delt-row-(female)_Shoulders.png;https://apilyfta.com/static/GymvisualPNG/39761101-Band-standing-rear-delt-row-(female)_Shoulders_small.png;https://apilyfta.com/static/GymvisualMP4/39761201-Band-standing-rear-delt-row-(female)_Shoulders.mp4;155
da Seduto Glutei Stretching;Seated Glute Stretch ;Anche/Glutei;da-seduto-glutei-stretching;https://apilyfta.com/static/GymvisualPNG/45541101-Seated-Glute-Stretch-(VERSION-2)_Stretching.png;https://apilyfta.com/static/GymvisualPNG/45541101-Seated-Glute-Stretch-(VERSION-2)_Stretching_small.png;;155
Power Shrug con Bilanciere;Barbell Power Shrug;Schiena;power-shrug-con-bilanciere;https://apilyfta.com/static/GymvisualPNG/56621101-Barbell-Power-Shrug_Back.png;https://apilyfta.com/static/GymvisualPNG/56621101-Barbell-Power-Shrug_Back_small.png;;155
Posteriore Delt Row (parallel bar) ai Cavi;Cable Rear Delt Row (parallel bar);Spalle;posteriore-delt-row-parallel-bar-ai-cavi;https://apilyfta.com/static/GymvisualPNG/60351101-Cable-Rear-Delt-Row-(parallel-bar)_Shoulders.png;https://apilyfta.com/static/GymvisualPNG/60351101-Cable-Rear-Delt-Row-(parallel-bar)_Shoulders_small.png;https://apilyfta.com/static/GymvisualMP4/60351201-Cable-Rear-Delt-Row-(parallel-bar)_Shoulders_.mp4;155
Split Squat;Split Squat;Anche/Glutei;split-squat;https://apilyfta.com/static/GymvisualPNG/07811101-Split-Squat_Hips.png;https://apilyfta.com/static/GymvisualPNG/07811101-Split-Squat_Hips_small.png;https://apilyfta.com/static/GymvisualMP4/07811201-Split-Squat-(female)_Hips_.mp4;154
Leg Curl con Elastico;Resistance Band Leg Curl;Femorali;leg-curl-con-elastico;https://apilyfta.com/static/GymvisualPNG/24221101-Resistance-Band-Leg-Curl_Thighs.png;https://apilyfta.com/static/GymvisualPNG/24221101-Resistance-Band-Leg-Curl_Thighs_small.png;https://apilyfta.com/static/GymvisualMP4/24221201-Resistance-Band-Leg-Curl-(female)_Thighs.mp4;154
da Seduto Pull-up between Chairs;Seated Pull-up between Chairs;Schiena;da-seduto-pull-up-between-chairs;https://apilyfta.com/static/GymvisualPNG/35501101-Seated-Pull-up-between-Chairs_Back.png;https://apilyfta.com/static/GymvisualPNG/35501101-Seated-Pull-up-between-Chairs_Back_small.png;;154
Plate in Piedi Overhead Distensioni con Zavorra;Weighted Plate Standing Overhead Press;Spalle;plate-in-piedi-overhead-distensioni-con-zavorra;https://apilyfta.com/static/GymvisualPNG/64221201-Weighted-Plate-Standing-Overhead-Press_Shoulders__GREEN.png;https://apilyfta.com/static/GymvisualPNG/64221201-Weighted-Plate-Standing-Overhead-Press_Shoulders__GREEN.png;https://apilyfta.com/static/GymvisualMP4/64221201-Weighted-Plate-Standing-Overhead-Press_Shoulders_.mp4;154
Wheel Pose Yoga Pose;Wheel Pose Yoga Pose;Addominali;wheel-pose-yoga-pose;https://apilyfta.com/static/GymvisualPNG/14931101-Wheel-Pose-Yoga-Pose_.png;https://apilyfta.com/static/GymvisualPNG/14931101-Wheel-Pose-Yoga-Pose__small.png;https://apilyfta.com/static/GymvisualMP4/14931201-Wheel-Pose-Urdhva-Dhanurasana-(male)_Stretching_.mp4;153
Chin Tuck Assistiti;Assisted Chin Tuck;Collo;chin-tuck-assistiti;https://apilyfta.com/static/GymvisualPNG/31501101-Assisted-Chin-Tuck_Neck.png;https://apilyfta.com/static/GymvisualPNG/31501101-Assisted-Chin-Tuck_Neck_small.png;https://apilyfta.com/static/GymvisualMP4/31501201-Assisted-Chin-Tuck_Neck_.mp4;153
Gobelt Curtsey Lunge con Manubri;Dumbbell Gobelt Curtsey Lunge;Quadricipiti;gobelt-curtsey-lunge-con-manubri;https://apilyfta.com/static/GymvisualPNG/36831101-Dumbbell-Gobelt-Curtsey-Lunge_Thighs.png;https://apilyfta.com/static/GymvisualPNG/36831101-Dumbbell-Gobelt-Curtsey-Lunge_Thighs_small.png;https://apilyfta.com/static/GymvisualMP4/36831201-Dumbbell-Gobelt-Curtsey-Lunge_Thighs_.mp4;153
Prono Lat Pulldown;Lying Lat Pulldown;Schiena;prono-lat-pulldown;https://apilyfta.com/static/GymvisualPNG/49571101-Lying-Lat-Pulldown_Back.png;https://apilyfta.com/static/GymvisualPNG/49571101-Lying-Lat-Pulldown_Back_small.png;https://apilyfta.com/static/GymvisualMP4/49571201-Lying-Lat-Pulldown_Back_.mp4;153
Banded Anca Thrust con Manubri;Dumbbell Banded Hip Thrust (female);Anche/Glutei;banded-anca-thrust-con-manubri;https://apilyfta.com/static/GymvisualPNG/67351101-Dumbbell-Banded-Hip-Thrust-(female)_Hips.png;https://apilyfta.com/static/GymvisualPNG/67351101-Dumbbell-Banded-Hip-Thrust-(female)_Hips_small.png;https://apilyfta.com/static/GymvisualMP4/67351201-Dumbbell-Banded-Hip-Thrust-(female)_Hips_.mp4;153
Romanian Deadlift to Bent Over Row con Manubri;Dumbbell Romanian Deadlift to Bent Over Row;Anche/Glutei;romanian-deadlift-to-bent-over-row-con-manubri;https://apilyfta.com/static/GymvisualPNG/74721201-Dumbbell-Romanian-Deadlift-to-Bent-Over-Row_Hips_GREEN.png;https://apilyfta.com/static/GymvisualPNG/74721201-Dumbbell-Romanian-Deadlift-to-Bent-Over-Row_Hips_GREEN.png;https://apilyfta.com/static/GymvisualMP4/74721201-Dumbbell-Romanian-Deadlift-to-Bent-Over-Row_Hips_.mp4;153
Over Bench un Braccio Neutro Polso Curl con Manubri;Dumbbell Over Bench One Arm  Neutral Wrist Curl;Avambracci;over-bench-un-braccio-neutro-polso-curl-con-manubri;https://apilyfta.com/static/GymvisualPNG/03661101-Dumbbell-Over-Bench-One-Arm--Neutral-Wrist-Curl_Forearms.png;https://apilyfta.com/static/GymvisualPNG/03661101-Dumbbell-Over-Bench-One-Arm--Neutral-Wrist-Curl_Forearms_small.png;https://apilyfta.com/static/GymvisualMP4/03661201-Dumbbell-Over-Bench-One-Arm-Neutral-Wrist-Curl_For.mp4;152
in Piedi Alto Gamba Bent Knee Hamstring Stretching;Standing High Leg Bent Knee Hamstring Stretch;Femorali;in-piedi-alto-gamba-bent-knee-hamstring-stretching;https://apilyfta.com/static/GymvisualPNG/19121101-Standing-High-Leg-Bent-Knee-Hamstring-Stretch_Thighs.png;https://apilyfta.com/static/GymvisualPNG/19121101-Standing-High-Leg-Bent-Knee-Hamstring-Stretch_Thighs_small.png;;152
Hammer Curl con Manubri;Dumbbell Hammer Curl ;Bicipiti;hammer-curl-con-manubri;https://apilyfta.com/static/GymvisualPNG/22391101-Dumbbell-Hammer-Curl-(female)_Upper-Arms.png;https://apilyfta.com/static/GymvisualPNG/22391101-Dumbbell-Hammer-Curl-(female)_Upper-Arms_small.png;https://apilyfta.com/static/GymvisualMP4/22391201-Dumbbell-Hammer-Curl-(female)_Upper-Arms.mp4;152
Bicipiti Curl - Braccia Body;Biceps Curl - Arms Body ;Bicipiti;bicipiti-curl-braccia-body;https://apilyfta.com/static/GymvisualPNG/23521101-Biceps-Curl---Arms-Body-(WRONG-RIGHT).png;https://apilyfta.com/static/GymvisualPNG/23521101-Biceps-Curl---Arms-Body-(WRONG-RIGHT)_small.png;;152
Deadlift - Schiena;Deadlift - Back ;Quadricipiti;deadlift-schiena;https://apilyfta.com/static/GymvisualPNG/23541101-Deadlift---Back-(WRONG-RIGHT).png;https://apilyfta.com/static/GymvisualPNG/23541101-Deadlift---Back-(WRONG-RIGHT)_small.png;https://apilyfta.com/static/GymvisualMP4/23541201-Deadlift---Back-(WRONG-RIGHT)_.mp4;152
Curl Alternato con Manubri;Dumbbell Alternate Biceps Curl ;Bicipiti;curl-alternato-con-manubri;https://apilyfta.com/static/GymvisualPNG/24031101-Dumbbell-Alternate-Biceps-Curl-(with-arm-blaster)_Upper-arms.png;https://apilyfta.com/static/GymvisualPNG/24031101-Dumbbell-Alternate-Biceps-Curl-(with-arm-blaster)_Upper-arms_small.png;;152
Bent Gamba Kickback;Bent Leg Kickback ;Anche/Glutei;bent-gamba-kickback;https://apilyfta.com/static/GymvisualPNG/30341101-Bent-Leg-Kickback-(kneeling)-(male)_Hips.png;https://apilyfta.com/static/GymvisualPNG/30341101-Bent-Leg-Kickback-(kneeling)-(male)_Hips_small.png;https://apilyfta.com/static/GymvisualMP4/30341201-Bent-Leg-Kickback-(kneeling)-(male)_Hips_.mp4;152
Pelvic Tilt;Pelvic Tilt ;Anche/Glutei;pelvic-tilt;https://apilyfta.com/static/GymvisualPNG/31481101-Pelvic-Tilt-(female)_Hips.png;https://apilyfta.com/static/GymvisualPNG/31481101-Pelvic-Tilt-(female)_Hips_small.png;https://apilyfta.com/static/GymvisualMP4/31481201-Pelvic-Tilt-(female)_Hips-FIX_.mp4;152
Adduzione Anca con Elastico;Band Hip Adduction ;Anche/Glutei;adduzione-anca-con-elastico;https://apilyfta.com/static/GymvisualPNG/40291101-Band-hip-adduction-(male)_Hips.png;https://apilyfta.com/static/GymvisualPNG/40291101-Band-hip-adduction-(male)_Hips_small.png;https://apilyfta.com/static/GymvisualMP4/40291201-Band-hip-adduction-(male)_Hips.mp4;152
Rematore un Braccio con Manubri;Dumbbell One Arm Row;Schiena;rematore-un-braccio-con-manubri;https://apilyfta.com/static/GymvisualPNG/70081201-Dumbbell-One-Arm-Row-(rack-support)-(female)_Back_GREEN.png;https://apilyfta.com/static/GymvisualPNG/70081201-Dumbbell-One-Arm-Row-(rack-support)-(female)_Back_GREEN.png;https://apilyfta.com/static/GymvisualMP4/70081201-Dumbbell-One-Arm-Row-(rack-support)-(female)_Back_.mp4;152
Side Bend Crunch ai Cavi;Cable Side Bend Crunch ;Addominali;side-bend-crunch-ai-cavi;https://apilyfta.com/static/GymvisualPNG/02211101-Cable-Side-Bend-Crunch-(bosu-ball)_waist.png;https://apilyfta.com/static/GymvisualPNG/02211101-Cable-Side-Bend-Crunch-(bosu-ball)_waist_small.png;;151
Snatch Pull;Snatch Pull;Quadricipiti;snatch-pull;https://apilyfta.com/static/GymvisualPNG/07761101-Snatch-Pull_Thighs.png;https://apilyfta.com/static/GymvisualPNG/07761101-Snatch-Pull_Thighs_small.png;https://apilyfta.com/static/GymvisualMP4/07761201-Snatch-Pull_Weightlifting_.mp4;151
Two Gambe Polpaccio Alzate - con Elastico;Band Two Legs Calf Raise - ;Polpacci;two-gambe-polpaccio-alzate-con-elastico;https://apilyfta.com/static/GymvisualPNG/13691101-Band-Two-Legs-Calf-Raise---(Band-under-both-legs)-VERSION-2_Calves.png;https://apilyfta.com/static/GymvisualPNG/13691101-Band-Two-Legs-Calf-Raise---(Band-under-both-legs)-VERSION-2_Calves_small.png;https://apilyfta.com/static/GymvisualMP4/13691201-Band-Two-Legs-Calf-Raise---(Band-under-both-legs)-VERSION-2_Calves.mp4;151
Singolo Braccio Push-up;Single Arm Push-up ;Petto;singolo-braccio-push-up;https://apilyfta.com/static/GymvisualPNG/30021101-Single-Arm-Push-up-(on-knees)_Chest.png;https://apilyfta.com/static/GymvisualPNG/30021101-Single-Arm-Push-up-(on-knees)_Chest_small.png;;151
Jab Crosses;Jab Crosses;Petto;jab-crosses;https://apilyfta.com/static/GymvisualPNG/39091201-Jab-Crosses_.png;https://apilyfta.com/static/GymvisualPNG/39091201-Jab-Crosses_.png;https://apilyfta.com/static/GymvisualMP4/39091201-Jab-Crosses.mp4;151
un Braccio Bent over Row alla Macchina;Lever One Arm Bent over Row ;Schiena;un-braccio-bent-over-row-alla-macchina;https://apilyfta.com/static/GymvisualPNG/05891101-Lever-One-Arm-Bent-over-Row-(plate-loaded)_Back.png;https://apilyfta.com/static/GymvisualPNG/05891101-Lever-One-Arm-Bent-over-Row-(plate-loaded)_Back_small.png;;150
Prisoner Squat;Prisoner Squat;Quadricipiti;prisoner-squat;https://apilyfta.com/static/GymvisualPNG/15801101-Prisoner-Squat_Thighs.png;https://apilyfta.com/static/GymvisualPNG/15801101-Prisoner-Squat_Thighs_small.png;;150
Inclinato Hammer Distensioni con Manubri;Dumbbell Incline Hammer Press ;Petto;inclinato-hammer-distensioni-con-manubri;https://apilyfta.com/static/GymvisualPNG/25041101-Dumbbell-Incline-Hammer-Press-(female)_Chest.png;https://apilyfta.com/static/GymvisualPNG/25041101-Dumbbell-Incline-Hammer-Press-(female)_Chest_small.png;https://apilyfta.com/static/GymvisualMP4/25041201-Dumbbell-Incline-Hammer-Press-(female)_Chest.mp4;150
Alzate Posteriori con Bilanciere;Barbell Rear Delt Raise ;Spalle;alzate-posteriori-con-bilanciere;https://apilyfta.com/static/GymvisualPNG/26371101-Barbell-Rear-Delt-Raise-(female)_shoulder.png;https://apilyfta.com/static/GymvisualPNG/26371101-Barbell-Rear-Delt-Raise-(female)_shoulder_small.png;https://apilyfta.com/static/GymvisualMP4/26371201-Barbell-Rear-Delt-Raise-(female)_shoulder.mp4;150
Chin-to-chest Stretching;Chin-to-chest Stretch ;Addominali;chin-to-chest-stretching;https://apilyfta.com/static/GymvisualPNG/45091101-Chin-to-chest-Stretch-(male)_Waist.png;https://apilyfta.com/static/GymvisualPNG/45091101-Chin-to-chest-Stretch-(male)_Waist_small.png;https://apilyfta.com/static/GymvisualMP4/45091201-Chin-to-chest-Stretch-(male)_Waist.mp4;150
Jack Split Crunches;Jack Split Crunches;Addominali;jack-split-crunches;https://apilyfta.com/static/GymvisualPNG/05051101-Jack-Split-Crunches_waist.png;https://apilyfta.com/static/GymvisualPNG/05051101-Jack-Split-Crunches_waist_small.png;https://apilyfta.com/static/GymvisualMP4/05051201-Jack-Split-Crunches_Waist-FIX_.mp4;149
Croci Inverse in Sospensione;Suspension Reverse Fly;Spalle;croci-inverse-in-sospensione;https://apilyfta.com/static/GymvisualPNG/10901101-Suspender-Reverse-Fly_Shoulders.png;https://apilyfta.com/static/GymvisualPNG/10901101-Suspender-Reverse-Fly_Shoulders_small.png;https://apilyfta.com/static/GymvisualMP4/10901201-Suspender-Reverse-Fly-(female)_Shoulders.mp4;149
Curl da Seduto con Manubri;Dumbbell Seated Curl ;Bicipiti;curl-da-seduto-con-manubri;https://apilyfta.com/static/GymvisualPNG/22401101-Dumbbell-Seated-Curl-(female)_Upper-Arms.png;https://apilyfta.com/static/GymvisualPNG/22401101-Dumbbell-Seated-Curl-(female)_Upper-Arms_small.png;;149
Calf Raise da Seduto alla Macchina;Lever Seated Calf Raise ;Polpacci;calf-raise-da-seduto-alla-macchina;https://apilyfta.com/static/GymvisualPNG/31061101-Lever-Seated-Calf-Raise-(plate-loaded)-(female)_Calves.png;https://apilyfta.com/static/GymvisualPNG/31061101-Lever-Seated-Calf-Raise-(plate-loaded)-(female)_Calves_small.png;https://apilyfta.com/static/GymvisualMP4/31061201-Lever-Seated-Calf-Raise-(plate-loaded)-(female)_Calves.mp4;149
Frontale Rack Lunge con Manubri;Dumbbell Front Rack Lunge;Quadricipiti;frontale-rack-lunge-con-manubri;https://apilyfta.com/static/GymvisualPNG/33981301-Dumbbell-Front-Rack-Lunge_Thighs_720.png;https://apilyfta.com/static/GymvisualPNG/33981301-Dumbbell-Front-Rack-Lunge_Thighs_720_small.png;https://apilyfta.com/static/GymvisualMP4/33981201-Dumbbell-Front-Rack-Lunge_Thighs.mp4;149
Affondi Laterali con Manubri;Dumbbell Side Lunge ;Quadricipiti;affondi-laterali-con-manubri;https://apilyfta.com/static/GymvisualPNG/34471101-Dumbbell-Side-Lunge-(VERSION 3)-(female)_Thighs.png;https://apilyfta.com/static/GymvisualPNG/34471101-Dumbbell-Side-Lunge-(VERSION 3)-(female)_Thighs_small.png;https://apilyfta.com/static/GymvisualMP4/34471201-Dumbbell-Side-Lunge-(VERSION 3)-(female)_Thighs_.mp4;149
Face Down Prono Spalle Distensioni con Manubri;Dumbbell Face Down Lying Shoulder Press ;Spalle;face-down-prono-spalle-distensioni-con-manubri;https://apilyfta.com/static/GymvisualPNG/41251101-Dumbbell-Face-Down-Lying-Shoulder-Press-(male)_Shoulders.png;https://apilyfta.com/static/GymvisualPNG/41251101-Dumbbell-Face-Down-Lying-Shoulder-Press-(male)_Shoulders_small.png;;149
Spalle Tap;Shoulder Tap ;Addominali;spalle-tap;https://apilyfta.com/static/GymvisualPNG/46601101-Shoulder-Tap-(female)_Waist.png;https://apilyfta.com/static/GymvisualPNG/46601101-Shoulder-Tap-(female)_Waist_small.png;https://apilyfta.com/static/GymvisualMP4/46601201-Shoulder-Tap-(female)_Waist.mp4;149
Prone Cervical Estensione;Prone Cervical Extension;Collo;prone-cervical-estensione;https://apilyfta.com/static/GymvisualPNG/50601101-Prone-Cervical-Extension_Neck.png;https://apilyfta.com/static/GymvisualPNG/50601101-Prone-Cervical-Extension_Neck_small.png;https://apilyfta.com/static/GymvisualMP4/50601201-Prone-Cervical-Extension_Neck_.mp4;149
Rotational Deadlift con Kettlebell;Kettlebell Rotational Deadlift (male);Anche/Glutei;rotational-deadlift-con-kettlebell;https://apilyfta.com/static/GymvisualPNG/58861101-Kettlebell-Rotational-Deadlift-(male)_Hips.png;https://apilyfta.com/static/GymvisualPNG/58861101-Kettlebell-Rotational-Deadlift-(male)_Hips_small.png;;149
Chin Tuck against the Wall;Chin Tuck against the Wall;Collo;chin-tuck-against-the-wall;https://apilyfta.com/static/GymvisualPNG/63721201-Chin-Tuck-against-the-Wall-(male)_Neck__GREEN.png;https://apilyfta.com/static/GymvisualPNG/63721201-Chin-Tuck-against-the-Wall-(male)_Neck__GREEN.png;https://apilyfta.com/static/GymvisualMP4/63721201-Chin-Tuck-against-the-Wall-(male)_Neck_.mp4;149
Concentration Estensione ai Cavi;Cable Concentration Extension ;Tricipiti;concentration-estensione-ai-cavi;https://apilyfta.com/static/GymvisualPNG/01521101-Cable-Concentration-Extension-(on-knee)_Upper-Arms.png;https://apilyfta.com/static/GymvisualPNG/01521101-Cable-Concentration-Extension-(on-knee)_Upper-Arms_small.png;https://apilyfta.com/static/GymvisualMP4/01521201-Cable-Concentration-Extension-(on-knee)_Upper-Arms.mp4;148
Thibaudeau Kayak Row ai Cavi;Cable Thibaudeau Kayak Row;Schiena;thibaudeau-kayak-row-ai-cavi;https://apilyfta.com/static/GymvisualPNG/24641101-Cable-Thibaudeau-Kayak-Row_Back.png;https://apilyfta.com/static/GymvisualPNG/24641101-Cable-Thibaudeau-Kayak-Row_Back_small.png;https://apilyfta.com/static/GymvisualMP4/24641201-Cable-Thibaudeau-Kayak-Row_Back_.mp4;148
Crunch con Zavorra;Weighted Crunch ;Addominali;crunch-con-zavorra;https://apilyfta.com/static/GymvisualPNG/25401101-Weighted-Crunch-(female)_waist.png;https://apilyfta.com/static/GymvisualPNG/25401101-Weighted-Crunch-(female)_waist_small.png;https://apilyfta.com/static/GymvisualMP4/25401201-Weighted-Crunch-(female)_Waist_.mp4;148
Bicipiti Curl Inverso con Manubri;Dumbbell Biceps Curl Reverse ;Avambracci;bicipiti-curl-inverso-con-manubri;https://apilyfta.com/static/GymvisualPNG/26441101-Dumbbell-Biceps-Curl-Reverse-(female)_Upper-Arms.png;https://apilyfta.com/static/GymvisualPNG/26441101-Dumbbell-Biceps-Curl-Reverse-(female)_Upper-Arms_small.png;;148
Overhead Shrug con Bilanciere;Barbell Overhead Shrug;Schiena;overhead-shrug-con-bilanciere;https://apilyfta.com/static/GymvisualPNG/29281101-Barbell-Overhead-Shrug_Back.png;https://apilyfta.com/static/GymvisualPNG/29281101-Barbell-Overhead-Shrug_Back_small.png;https://apilyfta.com/static/GymvisualMP4/29281201-Barbell-Overhead-Shrug_Back_.mp4;148
Alto Knee against wall;High Knee against wall;Cardio;alto-knee-against-wall;https://apilyfta.com/static/GymvisualPNG/36361101-High-Knee-against-wall_Cardio.png;https://apilyfta.com/static/GymvisualPNG/36361101-High-Knee-against-wall_Cardio_small.png;;148
Thread the Needle Pose;Thread the Needle Pose  (female);Schiena;thread-the-needle-pose;https://apilyfta.com/static/GymvisualPNG/59041101-Thread-the-Needle-Pose -(female)_Stretching.png;https://apilyfta.com/static/GymvisualPNG/59041101-Thread-the-Needle-Pose -(female)_Stretching_small.png;;148
forward leaning lunge con Manubri;Dumbbell forward leaning lunge;Quadricipiti;forward-leaning-lunge-con-manubri;https://apilyfta.com/static/GymvisualPNG/11751101-Dumbbell-forward-leaning-lunge_Thighs.png;https://apilyfta.com/static/GymvisualPNG/11751101-Dumbbell-forward-leaning-lunge_Thighs_small.png;;147
Singolo Gamba Split Squat con Bilanciere;Barbell Single Leg Split Squat ;Quadricipiti;singolo-gamba-split-squat-con-bilanciere;https://apilyfta.com/static/GymvisualPNG/22271101-Barbell-Single-Leg-Split-Squat-(female)_Thighs.png;https://apilyfta.com/static/GymvisualPNG/22271101-Barbell-Single-Leg-Split-Squat-(female)_Thighs_small.png;https://apilyfta.com/static/GymvisualMP4/22271201-Barbell-Single-Leg-Split-Squat-(female)_Thighs.mp4;147
Handstand Spalle Distensioni with Wall;Handstand Shoulder Press with Wall ;Spalle;handstand-spalle-distensioni-with-wall;https://apilyfta.com/static/GymvisualPNG/39161101-Handstand-Shoulder-Press-with-Wall-(between-benches)_Shoulders.png;https://apilyfta.com/static/GymvisualPNG/39161101-Handstand-Shoulder-Press-with-Wall-(between-benches)_Shoulders_small.png;https://apilyfta.com/static/GymvisualMP4/39161201-Handstand-Shoulder-Press-with-Wall-(between-benche.mp4;147
